country,year,month,week,date,population,weekly_count,weekly_count_prop,cumulative_count,cumulative_count_prop
Albania,2020,18323,9,2020-03-02,2845955,2,0.07027518003622686,2,0.07027518003622686
Albania,2020,18330,10,2020-03-09,2845955,40,1.4055036007245372,42,1.4055036007245372
Albania,2020,18337,11,2020-03-16,2845955,47,1.6514667308513311,89,1.6514667308513311
Albania,2020,18344,12,2020-03-23,2845955,123,4.321923572227951,212,4.321923572227951
Albania,2020,18351,13,2020-03-30,2845955,149,5.2355009126989005,361,5.2355009126989005
Albania,2020,18358,14,2020-04-06,2845955,85,2.9866951515396414,446,2.9866951515396414
Albania,2020,18365,15,2020-04-13,2845955,116,4.075960442101158,562,4.075960442101158
Albania,2020,18372,16,2020-04-20,2845955,164,5.7625647629706025,726,5.7625647629706025
Albania,2020,18379,17,2020-04-27,2845955,69,2.4244937112498266,795,2.4244937112498266
Albania,2020,18386,18,2020-05-04,2845955,73,2.5650440713222804,868,2.5650440713222804
Albania,2020,18393,19,2020-05-11,2845955,78,2.7407320214128474,946,2.7407320214128474
Albania,2020,18400,20,2020-05-18,2845955,52,1.8271546809418981,998,1.8271546809418981
Albania,2020,18407,21,2020-05-25,2845955,139,4.884125012517766,1137,4.884125012517766
Albania,2020,18414,22,2020-06-01,2845955,109,3.8299973119743638,1246,3.8299973119743638
Albania,2020,18421,23,2020-06-08,2845955,275,9.662837254981193,1521,9.662837254981193
Albania,2020,18428,24,2020-06-15,2845955,406,14.265861547354051,1927,14.265861547354051
Albania,2020,18435,25,2020-06-22,2845955,475,16.690355258603876,2402,16.690355258603876
Albania,2020,18442,26,2020-06-29,2845955,491,17.25255669889369,2893,17.25255669889369
Albania,2020,18449,27,2020-07-06,2845955,561,19.712188000161632,3454,19.712188000161632
Albania,2020,18456,28,2020-07-13,2845955,636,22.34750725152014,4090,22.34750725152014
Albania,2020,18463,29,2020-07-20,2845955,673,23.64759808219034,4763,23.64759808219034
Albania,2020,18470,30,2020-07-27,2845955,756,26.56401805369375,5519,26.56401805369375
Albania,2020,18477,31,2020-08-03,2845955,892,31.34273029615718,6411,31.34273029615718
Albania,2020,18484,32,2020-08-10,2845955,969,34.048324727551915,7380,34.048324727551915
Albania,2020,18491,33,2020-08-17,2845955,1047,36.78905674896476,8427,36.78905674896476
Albania,2020,18498,34,2020-08-24,2845955,953,33.486123287262096,9380,33.486123287262096
Albania,2020,18505,35,2020-08-31,2845955,875,30.74539126584925,10255,30.74539126584925
Albania,2020,18512,36,2020-09-07,2845955,1098,38.581073839888546,11353,38.581073839888546
Albania,2020,18519,37,2020-09-14,2845955,1032,36.26199289869306,12385,36.26199289869306
Albania,2020,18526,38,2020-09-21,2845955,874,30.710253675831137,13259,30.710253675831137
Albania,2020,18533,39,2020-09-28,2845955,1007,35.383553148240225,14266,35.383553148240225
Albania,2020,18540,40,2020-10-05,2845955,1133,39.81088949052251,15399,39.81088949052251
Albania,2020,18547,41,2020-10-12,2845955,1656,58.187849069995835,17055,58.187849069995835
Albania,2020,18554,42,2020-10-19,2845955,2102,73.85921421807443,19157,73.85921421807443
Albania,2020,18561,43,2020-10-26,2845955,2045,71.85637158704196,21202,71.85637158704196
Albania,2020,18568,44,2020-11-02,2845955,3004,105.55332041441274,24206,105.55332041441274
Albania,2020,18575,45,2020-11-09,2845955,3624,127.33862622564307,27830,127.33862622564307
Albania,2020,18582,46,2020-11-16,2845955,4931,173.26345637931732,32761,173.26345637931732
Albania,2020,18589,47,2020-11-23,2845955,4864,170.90923784810371,37625,170.90923784810371
Albania,2020,18596,48,2020-11-30,2845955,5363,188.44289526714232,42988,188.44289526714232
Albania,2020,18603,49,2020-12-07,2845955,5542,194.7325238803846,48530,194.7325238803846
Albania,2020,18610,50,2020-12-14,2845955,4473,157.17044015102135,53003,157.17044015102135
Albania,2020,18617,51,2020-12-21,2845955,3569,125.40605877464682,56572,125.40605877464682
Albania,2020,18624,52,2020-12-28,2845955,2866,100.70433299191308,59438,100.70433299191308
Albania,2021,18631,0,2021-01-04,2845955,4157,146.06696170529753,63595,146.06696170529753
Albania,2021,18631,1,2021-01-04,2845955,4095,143.88843112417447,67690,143.88843112417447
Albania,2021,18638,2,2021-01-11,2845955,4584,161.07071264303195,72274,161.07071264303195
Albania,2021,18645,3,2021-01-18,2845955,5853,205.66031437601788,78127,205.66031437601788
Albania,2021,18652,4,2021-01-25,2845955,7209,253.3068864405797,85336,253.3068864405797
Albania,2021,18659,5,2021-02-01,2845955,7739,271.92980915017984,93075,271.92980915017984
Albania,2021,18666,6,2021-02-08,2845955,7171,251.97165801989138,100246,251.97165801989138
Albania,2021,18673,7,2021-02-15,2845955,6921,243.18726051536302,107167,243.18726051536302
Albania,2021,18680,8,2021-02-22,2845955,5730,201.33839080378993,112897,201.33839080378993
Albania,2021,18687,9,2021-03-01,2845955,4577,160.82474951290516,117474,160.82474951290516
Albania,2021,18694,10,2021-03-08,2845955,3726,130.92266040749064,121200,130.92266040749064
Albania,2021,18701,11,2021-03-15,2845955,2934,103.09368911314479,124134,103.09368911314479
Albania,2021,18708,12,2021-03-22,2845955,2397,84.22480327341789,126531,84.22480327341789
Albania,2021,18715,13,2021-03-29,2845955,1862,65.4261926137272,128393,65.4261926137272
Albania,2021,18722,14,2021-04-05,2845955,1201,42.20024561175423,129594,42.20024561175423
Albania,2021,18729,15,2021-04-12,2845955,943,33.134747387080964,130537,33.134747387080964
Albania,2021,18736,16,2021-04-19,2845955,701,24.631450602697512,131238,24.631450602697512
Albania,2021,18743,17,2021-04-26,2845955,485,17.041731158785012,131723,17.041731158785012
Albania,2021,18750,18,2021-05-03,2845955,292,10.260176285289122,132015,10.260176285289122
Albania,2021,18757,19,2021-05-10,2845955,194,6.816692463514005,132209,6.816692463514005
Albania,2021,18764,20,2021-05-17,2845955,100,3.513759001811343,132309,3.513759001811343
Albania,2021,18771,21,2021-05-24,2845955,70,2.45963130126794,132379,2.45963130126794
Albania,2021,18778,22,2021-05-31,2845955,82,2.8812823814853012,132461,2.8812823814853012
Albania,2021,18785,23,2021-06-07,2845955,29,1.0189901105252894,132490,1.0189901105252894
Albania,2021,18792,24,2021-06-14,2845955,22,0.7730269803984954,132512,0.7730269803984954
Albania,2021,18799,25,2021-06-21,2845955,23,0.8081645704166088,132535,0.8081645704166088
Albania,2021,18806,26,2021-06-28,2845955,57,2.002842631032465,132592,2.002842631032465
Albania,2021,18813,27,2021-07-05,2845955,94,3.3029334617026622,132686,3.3029334617026622
Albania,2021,18820,28,2021-07-12,2845955,171,6.008527893097396,132857,6.008527893097396
Albania,2021,18827,29,2021-07-19,2845955,264,9.276323764781944,133121,9.276323764781944
Albania,2021,18834,30,2021-07-26,2845955,791,27.79383370432772,133912,27.79383370432772
Albania,2021,18841,31,2021-08-02,2845955,2035,71.50499568686082,135947,71.50499568686082
Albania,2021,18848,32,2021-08-09,2845955,3377,118.65964149116904,139324,118.65964149116904
Albania,2021,18855,33,2021-08-16,2845955,5523,194.06490967004046,144847,194.06490967004046
Albania,2021,18862,34,2021-08-23,2845955,6150,216.0961786113976,150997,216.0961786113976
Albania,2021,18869,35,2021-08-30,2845955,6029,211.84453021920586,157026,211.84453021920586
Albania,2021,18876,36,2021-09-06,2845955,5927,208.26049603735828,162953,208.26049603735828
Albania,2021,18883,37,2021-09-13,2845955,4940,173.57969468948033,167893,173.57969468948033
Albania,2021,18890,38,2021-09-20,2845955,3901,137.0717386606605,171794,137.0717386606605
Albania,2021,18897,39,2021-09-27,2845955,3174,111.52671071749202,174968,111.52671071749202
Albania,2021,18904,40,2021-10-04,2845955,3003,105.51818282439463,177971,105.51818282439463
Albania,2021,18911,41,2021-10-11,2845955,3725,130.88752281747253,181696,130.88752281747253
Albania,2021,18918,42,2021-10-18,2845955,3604,126.63587442528079,185300,126.63587442528079
Albania,2021,18925,43,2021-10-25,2845955,3825,134.40128181928387,189125,134.40128181928387
Andorra,2020,18330,10,2020-03-09,76177,5,6.563660947530094,5,6.563660947530094
Andorra,2020,18337,11,2020-03-16,76177,108,141.77507646665003,113,141.77507646665003
Andorra,2020,18344,12,2020-03-23,76177,221,290.11381388083015,334,290.11381388083015
Andorra,2020,18351,13,2020-03-30,76177,167,219.22627564750516,501,219.22627564750516
Andorra,2020,18358,14,2020-04-06,76177,137,179.8443099623246,638,179.8443099623246
Andorra,2020,18365,15,2020-04-13,76177,75,98.45491421295142,713,98.45491421295142
Andorra,2020,18372,16,2020-04-20,76177,27,35.44376911666251,740,35.44376911666251
Andorra,2020,18379,17,2020-04-27,76177,8,10.501857516048151,748,10.501857516048151
Andorra,2020,18386,18,2020-05-04,76177,7,9.189125326542133,755,9.189125326542133
Andorra,2020,18393,19,2020-05-11,76177,6,7.876393137036113,761,7.876393137036113
Andorra,2020,18400,20,2020-05-18,76177,2,2.6254643790120378,763,2.6254643790120378
Andorra,2020,18407,21,2020-05-25,76177,1,1.3127321895060189,764,1.3127321895060189
Andorra,2020,18414,22,2020-06-01,76177,88,115.52043267652967,852,115.52043267652967
Andorra,2020,18421,23,2020-06-08,76177,1,1.3127321895060189,853,1.3127321895060189
Andorra,2020,18428,24,2020-06-15,76177,2,2.6254643790120378,855,2.6254643790120378
Andorra,2020,18435,25,2020-06-22,76177,0,0,855,0
Andorra,2020,18442,26,2020-06-29,76177,0,0,855,0
Andorra,2020,18449,27,2020-07-06,76177,0,0,855,0
Andorra,2020,18456,28,2020-07-13,76177,25,32.81830473765047,880,32.81830473765047
Andorra,2020,18463,29,2020-07-20,76177,17,22.31644722160232,897,22.31644722160232
Andorra,2020,18470,30,2020-07-27,76177,28,36.75650130616853,925,36.75650130616853
Andorra,2020,18477,31,2020-08-03,76177,31,40.69469787468658,956,40.69469787468658
Andorra,2020,18484,32,2020-08-10,76177,33,43.320162253698626,989,43.320162253698626
Andorra,2020,18491,33,2020-08-17,76177,56,73.51300261233706,1045,73.51300261233706
Andorra,2020,18498,34,2020-08-24,76177,79,103.7058429709755,1124,103.7058429709755
Andorra,2020,18505,35,2020-08-31,76177,91,119.45862924504772,1215,119.45862924504772
Andorra,2020,18512,36,2020-09-07,76177,129,169.34245244627644,1344,169.34245244627644
Andorra,2020,18519,37,2020-09-14,76177,220,288.80108169132416,1564,288.80108169132416
Andorra,2020,18526,38,2020-09-21,76177,272,357.06315554563713,1836,357.06315554563713
Andorra,2020,18533,39,2020-09-28,76177,274,359.6886199246492,2110,359.6886199246492
Andorra,2020,18540,40,2020-10-05,76177,586,769.261063050527,2696,769.261063050527
Andorra,2020,18547,41,2020-10-12,76177,681,893.9706210535988,3377,893.9706210535988
Andorra,2020,18554,42,2020-10-19,76177,661,867.7159772634785,4038,867.7159772634785
Andorra,2020,18561,43,2020-10-26,76177,787,1033.120233141237,4825,1033.120233141237
Andorra,2020,18568,44,2020-11-02,76177,558,732.5045617443585,5383,732.5045617443585
Andorra,2020,18575,45,2020-11-09,76177,489,641.9260406684432,5872,641.9260406684432
Andorra,2020,18582,46,2020-11-16,76177,384,504.08916077031125,6256,504.08916077031125
Andorra,2020,18589,47,2020-11-23,76177,456,598.6058784147446,6712,598.6058784147446
Andorra,2020,18596,48,2020-11-30,76177,338,443.70348005303435,7050,443.70348005303435
Andorra,2020,18603,49,2020-12-07,76177,288,378.0668705777334,7338,378.0668705777334
Andorra,2020,18610,50,2020-12-14,76177,239,313.7429932919385,7577,313.7429932919385
Andorra,2020,18617,51,2020-12-21,76177,10,13.127321895060188,7587,13.127321895060188
Andorra,2020,18624,52,2020-12-28,76177,605,794.2029746511414,8192,794.2029746511414
Andorra,2021,18631,0,2021-01-04,76177,490,643.2387728579492,8682,643.2387728579492
Andorra,2021,18631,1,2021-01-04,76177,401,526.4056079919136,9083,526.4056079919136
Andorra,2021,18638,2,2021-01-11,76177,466,611.7332003098048,9549,611.7332003098048
Andorra,2021,18645,3,2021-01-18,76177,388,509.34008952833534,9937,509.34008952833534
Andorra,2021,18652,4,2021-01-25,76177,314,412.19790750488994,10251,412.19790750488994
Andorra,2021,18659,5,2021-02-01,76177,287,376.75413838822743,10538,376.75413838822743
Andorra,2021,18666,6,2021-02-08,76177,161,211.34988251046903,10699,211.34988251046903
Andorra,2021,18673,7,2021-02-15,76177,190,249.41911600614358,10889,249.41911600614358
Andorra,2021,18680,8,2021-02-22,76177,180,236.2917941110834,11069,236.2917941110834
Andorra,2021,18687,9,2021-03-01,76177,157,206.09895375244497,11226,206.09895375244497
Andorra,2021,18694,10,2021-03-08,76177,319,418.76156845242,11545,418.76156845242
Andorra,2021,18701,11,2021-03-15,76177,305,400.38331779933577,11850,400.38331779933577
Andorra,2021,18708,12,2021-03-22,76177,381,500.1509642017932,12231,500.1509642017932
Andorra,2021,18715,13,2021-03-29,76177,350,459.4562663271066,12581,459.4562663271066
Andorra,2021,18722,14,2021-04-05,76177,224,294.05201044934824,12805,294.05201044934824
Andorra,2021,18729,15,2021-04-12,76177,278,364.93954868267326,13083,364.93954868267326
Andorra,2021,18736,16,2021-04-19,76177,212,278.299224175276,13295,278.299224175276
Andorra,2021,18743,17,2021-04-26,76177,128,168.02972025677042,13423,168.02972025677042
Andorra,2021,18750,18,2021-05-03,76177,87,114.20770048702364,13510,114.20770048702364
Andorra,2021,18757,19,2021-05-10,76177,99,129.96048676109586,13609,129.96048676109586
Andorra,2021,18764,20,2021-05-17,76177,118,154.90239836171023,13727,154.90239836171023
Andorra,2021,18771,21,2021-05-24,76177,50,65.63660947530094,13777,65.63660947530094
Andorra,2021,18778,22,2021-05-31,76177,36,47.25835882221668,13813,47.25835882221668
Andorra,2021,18785,23,2021-06-07,76177,51,66.94934166480697,13864,66.94934166480697
Andorra,2021,18792,24,2021-06-14,76177,18,23.62917941110834,13882,23.62917941110834
Andorra,2021,18799,25,2021-06-21,76177,109,143.08780865615606,13991,143.08780865615606
Andorra,2021,18806,26,2021-06-28,76177,164,215.2880790789871,14155,215.2880790789871
Andorra,2021,18813,27,2021-07-05,76177,204,267.79736665922786,14359,267.79736665922786
Andorra,2021,18820,28,2021-07-12,76177,218,286.1756173123121,14577,286.1756173123121
Andorra,2021,18827,29,2021-07-19,76177,170,223.1644722160232,14747,223.1644722160232
Andorra,2021,18834,30,2021-07-26,76177,129,169.34245244627644,14876,169.34245244627644
Andorra,2021,18841,31,2021-08-02,76177,78,102.39311078146947,14954,102.39311078146947
Andorra,2021,18848,32,2021-08-09,76177,48,63.01114509628891,15002,63.01114509628891
Andorra,2021,18855,33,2021-08-16,76177,30,39.38196568518057,15032,39.38196568518057
Andorra,2021,18862,34,2021-08-23,76177,37,48.5710910117227,15069,48.5710910117227
Andorra,2021,18869,35,2021-08-30,76177,14,18.378250653084265,15083,18.378250653084265
Andorra,2021,18876,36,2021-09-06,76177,57,74.82573480184307,15140,74.82573480184307
Andorra,2021,18883,37,2021-09-13,76177,49,64.32387728579492,15189,64.32387728579492
Andorra,2021,18890,38,2021-09-20,76177,78,102.39311078146947,15267,102.39311078146947
Andorra,2021,18897,39,2021-09-27,76177,40,52.50928758024075,15307,52.50928758024075
Andorra,2021,18904,40,2021-10-04,76177,60,78.763931370361135,15367,78.763931370361135
Andorra,2021,18911,41,2021-10-11,76177,58,76.13846699134909,15425,76.13846699134909
Andorra,2021,18918,42,2021-10-18,76177,91,119.45862924504772,15516,119.45862924504772
Andorra,2021,18925,43,2021-10-25,76177,189,248.10638381663756,15705,248.10638381663756
Armenia,2020,18267,0,2020-01-06,2963234,0,0,0,0
Armenia,2020,18267,1,2020-01-06,2963234,0,0,0,0
Armenia,2020,18274,2,2020-01-13,2963234,0,0,0,0
Armenia,2020,18281,3,2020-01-20,2963234,0,0,0,0
Armenia,2020,18288,4,2020-01-27,2963234,0,0,0,0
Armenia,2020,18295,5,2020-02-03,2963234,0,0,0,0
Armenia,2020,18302,6,2020-02-10,2963234,0,0,0,0
Armenia,2020,18309,7,2020-02-17,2963234,0,0,0,0
Armenia,2020,18316,8,2020-02-24,2963234,1,0.03374691300113322,1,0.03374691300113322
Armenia,2020,18323,9,2020-03-02,2963234,0,0,1,0
Armenia,2020,18330,10,2020-03-09,2963234,27,0.911166651030597,28,0.911166651030597
Armenia,2020,18337,11,2020-03-16,2963234,166,5.601987558188115,194,5.601987558188115
Armenia,2020,18344,12,2020-03-23,2963234,288,9.719110944326367,482,9.719110944326367
Armenia,2020,18351,13,2020-03-30,2963234,351,11.84516646339776,833,11.84516646339776
Armenia,2020,18358,14,2020-04-06,2963234,206,6.951864078233443,1039,6.951864078233443
Armenia,2020,18365,15,2020-04-13,2963234,300,10.124073900339967,1339,10.124073900339967
Armenia,2020,18372,16,2020-04-20,2963234,469,15.82730219753148,1808,15.82730219753148
Armenia,2020,18379,17,2020-04-27,2963234,699,23.589092187792122,2507,23.589092187792122
Armenia,2020,18386,18,2020-05-04,2963234,885,29.8660180060029,3392,29.8660180060029
Armenia,2020,18393,19,2020-05-11,2963234,1431,48.29183250462164,4823,48.29183250462164
Armenia,2020,18400,20,2020-05-18,2963234,2290,77.28043077259508,7113,77.28043077259508
Armenia,2020,18407,21,2020-05-25,2963234,2379,80.28390602969593,9492,80.28390602969593
Armenia,2020,18414,22,2020-06-01,2963234,3833,129.35191753334362,13325,129.35191753334362
Armenia,2020,18421,23,2020-06-08,2963234,3739,126.17970771123711,17064,126.17970771123711
Armenia,2020,18428,24,2020-06-15,2963234,3524,118.92412141599347,20588,118.92412141599347
Armenia,2020,18435,25,2020-06-22,2963234,4539,153.1772381121437,25127,153.1772381121437
Armenia,2020,18442,26,2020-06-29,2963234,3809,128.54199162131644,28936,128.54199162131644
Armenia,2020,18449,27,2020-07-06,2963234,3215,108.49632529864331,32151,108.49632529864331
Armenia,2020,18456,28,2020-07-13,2963234,2830,95.50376379320701,34981,95.50376379320701
Armenia,2020,18463,29,2020-07-20,2963234,2409,81.29631341972993,37390,81.29631341972993
Armenia,2020,18470,30,2020-07-27,2963234,1712,57.77471505794008,39102,57.77471505794008
Armenia,2020,18477,31,2020-08-03,2963234,1308,44.14096220548225,40410,44.14096220548225
Armenia,2020,18484,32,2020-08-10,2963234,1253,42.284881990419926,41663,42.284881990419926
Armenia,2020,18491,33,2020-08-17,2963234,1129,38.10026477827941,42792,38.10026477827941
Armenia,2020,18498,34,2020-08-24,2963234,958,32.329542655085625,43750,32.329542655085625
Armenia,2020,18505,35,2020-08-31,2963234,1033,34.860561130170616,44783,34.860561130170616
Armenia,2020,18512,36,2020-09-07,2963234,1079,36.41291912822275,45862,36.41291912822275
Armenia,2020,18519,37,2020-09-14,2963234,1569,52.94890649877802,47431,52.94890649877802
Armenia,2020,18526,38,2020-09-21,2963234,1969,66.44767169923131,49400,66.44767169923131
Armenia,2020,18533,39,2020-09-28,2963234,3096,104.48044265150845,52496,104.48044265150845
Armenia,2020,18540,40,2020-10-05,2963234,3955,133.4690409194819,56451,133.4690409194819
Armenia,2020,18547,41,2020-10-12,2963234,8243,278.1758038683411,64694,278.1758038683411
Armenia,2020,18554,42,2020-10-19,2963234,14116,476.37142392399653,78810,476.37142392399653
Armenia,2020,18561,43,2020-10-26,2963234,14638,493.9873125105881,93448,493.9873125105881
Armenia,2020,18568,44,2020-11-02,2963234,14018,473.0642264498855,107466,473.0642264498855
Armenia,2020,18575,45,2020-11-09,2963234,10420,351.64283347180816,117886,351.64283347180816
Armenia,2020,18582,46,2020-11-16,2963234,8823,297.7490134089984,126709,297.7490134089984
Armenia,2020,18589,47,2020-11-23,2963234,8415,283.98027290453604,135124,283.98027290453604
Armenia,2020,18596,48,2020-11-30,2963234,7220,243.65271186818185,142344,243.65271186818185
Armenia,2020,18603,49,2020-12-07,2963234,6338,213.88793460118237,148682,213.88793460118237
Armenia,2020,18610,50,2020-12-14,2963234,5383,181.65963268510012,154065,181.65963268510012
Armenia,2020,18617,51,2020-12-21,2963234,3883,131.0392631834003,157948,131.0392631834003
Armenia,2020,18624,52,2020-12-28,2963234,2272,76.67298633857467,160220,76.67298633857467
Armenia,2021,18631,0,2021-01-04,2963234,2068,69.7886160863435,162288,69.7886160863435
Armenia,2021,18631,1,2021-01-04,2963234,2388,80.58762824670613,164676,80.58762824670613
Armenia,2021,18638,2,2021-01-11,2963234,1418,47.85312263560691,166094,47.85312263560691
Armenia,2021,18645,3,2021-01-18,2963234,994,33.54443152312642,167088,33.54443152312642
Armenia,2021,18652,4,2021-01-25,2963234,1089,36.750388258234075,168177,36.750388258234075
Armenia,2021,18659,5,2021-02-01,2963234,1078,36.379172215221615,169255,36.379172215221615
Armenia,2021,18666,6,2021-02-08,2963234,1147,38.707709212299804,170402,38.707709212299804
Armenia,2021,18673,7,2021-02-15,2963234,1814,61.21690018405566,172216,61.21690018405566
Armenia,2021,18680,8,2021-02-22,2963234,2800,94.49135640317301,175016,94.49135640317301
Armenia,2021,18687,9,2021-03-01,2963234,3686,124.39112132217706,178702,124.39112132217706
Armenia,2021,18694,10,2021-03-08,2963234,5517,186.18171902725197,184219,186.18171902725197
Armenia,2021,18701,11,2021-03-15,2963234,6522,220.09736659339086,190741,220.09736659339086
Armenia,2021,18708,12,2021-03-22,2963234,6372,215.03532964322088,197113,215.03532964322088
Armenia,2021,18715,13,2021-03-29,2963234,6214,209.70331738904184,203327,209.70331738904184
Armenia,2021,18722,14,2021-04-05,2963234,5491,185.3042992892225,208818,185.3042992892225
Armenia,2021,18729,15,2021-04-12,2963234,4651,156.95689236827062,213469,156.95689236827062
Armenia,2021,18736,16,2021-04-19,2963234,3539,119.43032511101048,217008,119.43032511101048
Armenia,2021,18743,17,2021-04-26,2963234,2345,79.1365109876574,219353,79.1365109876574
Armenia,2021,18750,18,2021-05-03,2963234,1574,53.117641063783694,220927,53.117641063783694
Armenia,2021,18757,19,2021-05-10,2963234,1055,35.60299321619555,221982,35.60299321619555
Armenia,2021,18764,20,2021-05-17,2963234,688,23.217876144779655,222670,23.217876144779655
Armenia,2021,18771,21,2021-05-24,2963234,542,18.290826846614205,223212,18.290826846614205
Armenia,2021,18778,22,2021-05-31,2963234,511,17.244672543579075,223723,17.244672543579075
Armenia,2021,18785,23,2021-06-07,2963234,530,17.885863890600607,224253,17.885863890600607
Armenia,2021,18792,24,2021-06-14,2963234,598,20.180653974677668,224851,20.180653974677668
Armenia,2021,18799,25,2021-06-21,2963234,755,25.47891931585558,225606,25.47891931585558
Armenia,2021,18806,26,2021-06-28,2963234,853,28.786116789966638,226459,28.786116789966638
Armenia,2021,18813,27,2021-07-05,2963234,1063,35.872968520204616,227522,35.872968520204616
Armenia,2021,18820,28,2021-07-12,2963234,1388,46.84071524557291,228910,46.84071524557291
Armenia,2021,18827,29,2021-07-19,2963234,1566,52.84766575977462,230476,52.84766575977462
Armenia,2021,18834,30,2021-07-26,2963234,1821,61.453128575063594,232297,61.453128575063594
Armenia,2021,18841,31,2021-08-02,2963234,2517,84.94098002385232,234814,84.94098002385232
Armenia,2021,18848,32,2021-08-09,2963234,3071,103.63676982648012,237885,103.63676982648012
Armenia,2021,18855,33,2021-08-16,2963234,3726,125.74099784222238,241611,125.74099784222238
Armenia,2021,18862,34,2021-08-23,2963234,3653,123.27747319313966,245264,123.27747319313966
Armenia,2021,18869,35,2021-08-30,2963234,3882,131.00551627039917,249146,131.00551627039917
Armenia,2021,18876,36,2021-09-06,2963234,4796,161.85019475343492,253942,161.85019475343492
Armenia,2021,18883,37,2021-09-13,2963234,4603,155.33704054421622,258545,155.33704054421622
Armenia,2021,18890,38,2021-09-20,2963234,6772,228.53409484367418,265317,228.53409484367418
Armenia,2021,18897,39,2021-09-27,2963234,7640,257.8264153286578,272957,257.8264153286578
Armenia,2021,18904,40,2021-10-04,2963234,10226,345.09593234958834,283183,345.09593234958834
Armenia,2021,18911,41,2021-10-11,2963234,13369,451.16247991215005,296552,451.16247991215005
Armenia,2021,18918,42,2021-10-18,2963234,12845,433.47909749955625,309397,433.47909749955625
Armenia,2021,18925,43,2021-10-25,2963234,11846,399.76593141142416,321243,399.76593141142416
Austria,2020,18267,0,2020-01-06,8901064,0,0,0,0
Austria,2020,18267,1,2020-01-06,8901064,0,0,0,0
Austria,2020,18274,2,2020-01-13,8901064,0,0,0,0
Austria,2020,18281,3,2020-01-20,8901064,0,0,0,0
Austria,2020,18288,4,2020-01-27,8901064,0,0,0,0
Austria,2020,18295,5,2020-02-03,8901064,0,0,0,0
Austria,2020,18302,6,2020-02-10,8901064,0,0,0,0
Austria,2020,18309,7,2020-02-17,8901064,0,0,0,0
Austria,2020,18316,8,2020-02-24,8901064,12,0.134815343424112,12,0.134815343424112
Austria,2020,18323,9,2020-03-02,8901064,114,1.280745762529064,126,1.280745762529064
Austria,2020,18330,10,2020-03-09,8901064,874,9.819050846056157,1000,9.819050846056157
Austria,2020,18337,11,2020-03-16,8901064,3068,34.467789468764636,4068,34.467789468764636
Austria,2020,18344,12,2020-03-23,8901064,5128,57.61109008990386,9196,57.61109008990386
Austria,2020,18351,13,2020-03-30,8901064,3116,35.007050842461084,12312,35.007050842461084
Austria,2020,18358,14,2020-04-06,8901064,1838,20.649216767793153,14150,20.649216767793153
Austria,2020,18365,15,2020-04-13,8901064,684,7.6844745751743835,14834,7.6844745751743835
Austria,2020,18372,16,2020-04-20,8901064,448,5.033106154500181,15282,5.033106154500181
Austria,2020,18379,17,2020-04-27,8901064,312,3.505198929026912,15594,3.505198929026912
Austria,2020,18386,18,2020-05-04,8901064,264,2.9659375553304637,15858,2.9659375553304637
Austria,2020,18393,19,2020-05-11,8901064,335,3.7635950039231263,16193,3.7635950039231263
Austria,2020,18400,20,2020-05-18,8901064,265,2.977172167282473,16458,2.977172167282473
Austria,2020,18407,21,2020-05-25,8901064,195,2.19074933064182,16653,2.19074933064182
Austria,2020,18414,22,2020-06-01,8901064,227,2.5502569131061184,16880,2.5502569131061184
Austria,2020,18421,23,2020-06-08,8901064,172,1.9323532557456053,17052,1.9323532557456053
Austria,2020,18428,24,2020-06-15,8901064,248,2.7861837640983147,17300,2.7861837640983147
Austria,2020,18435,25,2020-06-22,8901064,335,3.7635950039231263,17635,3.7635950039231263
Austria,2020,18442,26,2020-06-29,8901064,641,7.201386261237983,18276,7.201386261237983
Austria,2020,18449,27,2020-07-06,8901064,596,6.695828723397562,18872,6.695828723397562
Austria,2020,18456,28,2020-07-13,8901064,784,8.807935770375316,19656,8.807935770375316
Austria,2020,18463,29,2020-07-20,8901064,872,9.796581622152138,20528,9.796581622152138
Austria,2020,18470,30,2020-07-27,8901064,794,8.92028188989541,21322,8.92028188989541
Austria,2020,18477,31,2020-08-03,8901064,722,8.111389829350738,22044,8.111389829350738
Austria,2020,18484,32,2020-08-10,8901064,1462,16.425002673837646,23506,16.425002673837646
Austria,2020,18491,33,2020-08-17,8901064,1907,21.424404992481797,25413,21.424404992481797
Austria,2020,18498,34,2020-08-24,8901064,1941,21.806381798850115,27354,21.806381798850115
Austria,2020,18505,35,2020-08-31,8901064,2268,25.480099907157168,29622,25.480099907157168
Austria,2020,18512,36,2020-09-07,8901064,3997,44.9047439721813,33619,44.9047439721813
Austria,2020,18519,37,2020-09-14,8901064,5211,58.543562881920636,38830,58.543562881920636
Austria,2020,18526,38,2020-09-21,8901064,4656,52.308353248555456,43486,52.308353248555456
Austria,2020,18533,39,2020-09-28,8901064,5597,62.880123095396236,49083,62.880123095396236
Austria,2020,18540,40,2020-10-05,8901064,7486,84.10230507274187,56569,84.10230507274187
Austria,2020,18547,41,2020-10-12,8901064,9903,111.25636216074842,66472,111.25636216074842
Austria,2020,18554,42,2020-10-19,8901064,18275,205.31253342297055,84747,205.31253342297055
Austria,2020,18561,43,2020-10-26,8901064,31614,355.17102225082306,116361,355.17102225082306
Austria,2020,18568,44,2020-11-02,8901064,44759,502.8499963599857,161120,502.8499963599857
